year,round,driverId,position,points,positionText,wins
2013,6,sutil,11,16,11,0
2013,6,perez,12,12,12,0
2013,6,ricciardo,13,7,13,0
2013,6,hulkenberg,14,5,14,0
2013,6,vergne,15,5,15,0
2013,6,gutierrez,16,0,16,0
2013,6,bottas,17,0,17,0
2013,6,maldonado,18,0,18,0
2013,6,jules_bianchi,19,0,19,0
2013,6,pic,20,0,20,0
2013,6,chilton,21,0,21,0
2013,6,garde,22,0,22,0
2013,7,vettel,1,132,1,3
2013,7,alonso,2,96,2,2
2013,7,raikkonen,3,88,3,1
2013,7,hamilton,4,77,4,0
2013,7,webber,5,69,5,0
2013,7,rosberg,6,57,6,1
2013,7,massa,7,49,7,0
2013,7,resta,8,34,8,0
2013,7,grosjean,9,26,9,0
2013,7,button,10,25,10,0
2013,7,sutil,11,17,11,0
2013,7,vergne,12,13,12,0
2013,7,perez,13,12,13,0
2013,7,ricciardo,14,7,14,0
2013,7,hulkenberg,15,5,15,0
2013,7,gutierrez,16,0,16,0
2013,7,bottas,17,0,17,0
2013,7,maldonado,18,0,18,0
2013,7,jules_bianchi,19,0,19,0
2013,7,pic,20,0,20,0
2013,7,chilton,21,0,21,0
2013,7,garde,22,0,22,0
2013,8,vettel,1,132,1,3
2013,8,alonso,2,111,2,2
2013,8,raikkonen,3,98,3,1
2013,8,hamilton,4,89,4,0
2013,8,webber,5,87,5,0
2013,8,rosberg,6,82,6,2
2013,8,massa,7,57,7,0
2013,8,resta,8,36,8,0
2013,8,grosjean,9,26,9,0
2013,8,button,10,25,10,0
2013,8,sutil,11,23,11,0
2013,8,vergne,12,13,12,0
2013,8,perez,13,12,13,0
2013,8,ricciardo,14,11,14,0
2013,8,hulkenberg,15,6,15,0
2013,8,maldonado,16,0,16,0
2013,8,bottas,17,0,17,0
2013,8,gutierrez,18,0,18,0
2013,8,jules_bianchi,19,0,19,0
2013,8,pic,20,0,20,0
2013,8,chilton,21,0,21,0
2013,8,garde,22,0,22,0
2013,9,vettel,1,157,1,4
2013,9,alonso,2,123,2,2
2013,9,raikkonen,3,116,3,1
2013,9,hamilton,4,99,4,0
2013,9,webber,5,93,5,0
2013,9,rosberg,6,84,6,2
2013,9,massa,7,57,7,0
2013,9,grosjean,8,41,8,0
2013,9,resta,9,36,9,0
2013,9,button,10,33,10,0
2013,9,sutil,11,23,11,0
2013,9,perez,12,16,12,0
2013,9,vergne,13,13,13,0
2013,9,ricciardo,14,11,14,0
2013,9,hulkenberg,15,7,15,0
2013,9,maldonado,16,0,16,0
2013,9,bottas,17,0,17,0
2013,9,gutierrez,18,0,18,0
2013,9,jules_bianchi,19,0,19,0
2013,9,pic,20,0,20,0
2013,9,chilton,21,0,21,0
2013,9,garde,22,0,22,0
2013,10,vettel,1,172,1,4
2013,10,raikkonen,2,134,2,1
2013,10,alonso,3,133,3,2
2013,10,hamilton,4,124,4,1
2013,10,webber,5,105,5,0
2013,10,rosberg,6,84,6,2
2013,10,massa,7,61,7,0
2013,10,grosjean,8,49,8,0
2013,10,button,9,39,9,0
2013,10,resta,10,36,10,0
2013,10,sutil,11,23,11,0
2013,10,perez,12,18,12,0
2013,10,vergne,13,13,13,0
2013,10,ricciardo,14,11,14,0
2013,10,hulkenberg,15,7,15,0
2013,10,maldonado,16,1,16,0
2013,10,bottas,17,0,17,0
2013,10,gutierrez,18,0,18,0
2013,10,jules_bianchi,19,0,19,0
2013,10,pic,20,0,20,0
2013,10,garde,21,0,21,0
2013,10,chilton,22,0,22,0
2013,11,vettel,1,197,1,5
2013,11,alonso,2,151,2,2
2013,11,hamilton,3,139,3,1
2013,11,raikkonen,4,134,4,1
2013,11,webber,5,115,5,0
2013,11,rosberg,6,96,6,2
2013,11,massa,7,67,7,0
2013,11,grosjean,8,53,8,0
2013,11,button,9,47,9,0
2013,11,resta,10,36,10,0
2013,11,sutil,11,25,11,0
2013,11,perez,12,18,12,0
2013,11,vergne,13,13,13,0
2013,11,ricciardo,14,12,14,0
2013,11,hulkenberg,15,7,15,0
2013,11,maldonado,16,1,16,0
2013,11,bottas,17,0,17,0
2013,11,gutierrez,18,0,18,0
2013,11,jules_bianchi,19,0,19,0
2013,11,pic,20,0,20,0
2013,11,garde,21,0,21,0
2013,11,chilton,22,0,22,0
2013,12,vettel,1,222,1,6
2013,12,alonso,2,169,2,2
2013,12,hamilton,3,141,3,1
2013,12,raikkonen,4,134,4,1
2013,12,webber,5,130,5,0
2013,12,rosberg,6,104,6,2
2013,12,massa,7,79,7,0
2013,12,grosjean,8,57,8,0
2013,12,button,9,48,9,0
2013,12,resta,10,36,10,0
2013,12,sutil,11,25,11,0
2013,12,perez,12,18,12,0
2013,12,ricciardo,13,18,13,0
2013,12,hulkenberg,14,17,14,0
2013,12,vergne,15,13,15,0
2013,12,maldonado,16,1,16,0
2013,12,bottas,17,0,17,0
2013,12,gutierrez,18,0,18,0
2013,12,jules_bianchi,19,0,19,0
2013,12,pic,20,0,20,0
2013,12,garde,21,0,21,0
2013,12,chilton,22,0,22,0
2013,13,vettel,1,247,1,7
2013,13,alonso,2,187,2,2
2013,13,hamilton,3,151,3,1
2013,13,raikkonen,4,149,4,1
2013,13,webber,5,130,5,0
2013,13,rosberg,6,116,6,2
2013,13,massa,7,87,7,0
2013,13,grosjean,8,57,8,0
2013,13,button,9,54,9,0
2013,13,resta,10,36,10,0
2013,13,sutil,11,26,11,0
2013,13,perez,12,22,12,0
2013,13,hulkenberg,13,19,13,0
2013,13,ricciardo,14,18,14,0
2013,13,vergne,15,13,15,0
2013,13,maldonado,16,1,16,0
2013,13,gutierrez,17,0,17,0
2013,13,bottas,18,0,18,0
2013,13,jules_bianchi,19,0,19,0
2013,13,pic,20,0,20,0
2013,13,garde,21,0,21,0
2013,13,chilton,22,0,22,0
2013,14,vettel,1,272,1,8
2013,14,alonso,2,195,2,2
2013,14,raikkonen,3,167,3,1
2013,14,hamilton,4,161,4,1
2013,14,webber,5,130,5,0
2013,14,rosberg,6,122,6,2
2013,14,massa,7,89,7,0
2013,14,grosjean,8,72,8,0
2013,14,button,9,58,9,0
2013,14,resta,10,36,10,0
2013,14,hulkenberg,11,31,11,0
2013,14,sutil,12,26,12,0
2013,14,perez,13,23,13,0
2013,14,ricciardo,14,18,14,0
2013,14,vergne,15,13,15,0
2013,14,maldonado,16,1,16,0
2013,14,gutierrez,17,0,17,0
2013,14,bottas,18,0,18,0
2013,14,jules_bianchi,19,0,19,0
2013,14,pic,20,0,20,0
2013,14,garde,21,0,21,0
2013,14,chilton,22,0,22,0
2013,15,vettel,1,297,1,9
2013,15,alonso,2,207,2,2
2013,15,raikkonen,3,177,3,1
2013,15,hamilton,4,161,4,1
2013,15,webber,5,148,5,0
2013,15,rosberg,6,126,6,2
2013,15,massa,7,90,7,0
2013,15,grosjean,8,87,8,0
2013,15,button,9,60,9,0
2013,15,hulkenberg,10,39,10,0
2013,15,resta,11,36,11,0
2013,15,sutil,12,26,12,0
2013,15,perez,13,23,13,0
2013,15,ricciardo,14,18,14,0
2013,15,vergne,15,13,15,0
2013,15,gutierrez,16,6,16,0
2013,15,maldonado,17,1,17,0
2013,15,bottas,18,0,18,0
2013,15,jules_bianchi,19,0,19,0
2013,15,pic,20,0,20,0
2013,15,garde,21,0,21,0
2013,15,chilton,22,0,22,0
2013,16,vettel,1,322,1,10
2013,16,alonso,2,207,2,2
2013,16,raikkonen,3,183,3,1
2013,16,hamilton,4,169,4,1
2013,16,webber,5,148,5,0
2013,16,rosberg,6,144,6,2
2013,16,grosjean,7,102,7,0
2013,16,massa,8,102,8,0
2013,16,button,9,60,9,0
2013,16,resta,10,40,10,0
2013,16,hulkenberg,11,39,11,0
2013,16,perez,12,33,12,0
2013,16,sutil,13,28,13,0
2013,16,ricciardo,14,19,14,0
2013,16,vergne,15,13,15,0
2013,16,gutierrez,16,6,16,0
2013,16,maldonado,17,1,17,0
2013,16,bottas,18,0,18,0
2013,16,jules_bianchi,19,0,19,0
2013,16,pic,20,0,20,0
2013,16,garde,21,0,21,0
2013,16,chilton,22,0,22,0
2013,17,vettel,1,347,1,11
2013,17,alonso,2,217,2,2
2013,17,raikkonen,3,183,3,1
2013,17,hamilton,4,175,4,1
2013,17,webber,5,166,5,0
2013,17,rosberg,6,159,6,2
2013,17,grosjean,7,114,7,0
2013,17,massa,8,106,8,0
2013,17,button,9,60,9,0
2013,17,resta,10,48,10,0
2013,17,hulkenberg,11,39,11,0
2013,17,perez,12,35,12,0
2013,17,sutil,13,29,13,0
2013,17,ricciardo,14,19,14,0
2013,17,vergne,15,13,15,0
2013,17,gutierrez,16,6,16,0
2013,17,maldonado,17,1,17,0
2013,17,bottas,18,0,18,0
2013,17,jules_bianchi,19,0,19,0
2013,17,pic,20,0,20,0
2013,17,garde,21,0,21,0
2013,17,chilton,22,0,22,0
2013,18,vettel,1,372,1,12
2013,18,alonso,2,227,2,2
2013,18,hamilton,3,187,3,1
2013,18,raikkonen,4,183,4,1
2013,18,webber,5,181,5,0
2013,18,rosberg,6,161,6,2
2013,18,grosjean,7,132,7,0
2013,18,massa,8,106,8,0
2013,18,button,9,61,9,0
2013,18,resta,10,48,10,0
2013,18,hulkenberg,11,47,11,0
2013,18,perez,12,41,12,0
2013,18,sutil,13,29,13,0
2013,18,ricciardo,14,19,14,0
2013,18,vergne,15,13,15,0
2013,18,gutierrez,16,6,16,0
2013,18,bottas,17,4,17,0
2013,18,maldonado,18,1,18,0
2013,18,jules_bianchi,19,0,19,0
2013,18,pic,20,0,20,0
2013,18,garde,21,0,21,0
2013,18,chilton,22,0,22,0
2013,18,kovalainen,23,0,23,0
2013,19,vettel,1,397,1,13
2013,19,alonso,2,242,2,2
2013,19,webber,3,199,3,0
2013,19,hamilton,4,189,4,1
2013,19,raikkonen,5,183,5,1
2013,19,rosberg,6,171,6,2
2013,19,grosjean,7,132,7,0
2013,19,massa,8,112,8,0
2013,19,button,9,73,9,0
2013,19,hulkenberg,10,51,10,0
2013,19,perez,11,49,11,0
2013,19,resta,12,48,12,0
2013,19,sutil,13,29,13,0
2013,19,ricciardo,14,20,14,0
2013,19,vergne,15,13,15,0
2013,19,gutierrez,16,6,16,0
2013,19,bottas,17,4,17,0
2013,19,maldonado,18,1,18,0
2013,19,jules_bianchi,19,0,19,0
2013,19,pic,20,0,20,0
2013,19,garde,21,0,21,0
2013,19,kovalainen,22,0,22,0
2013,19,chilton,23,0,23,0
2014,1,rosberg,1,25,1,1
2014,1,kevin_magnussen,2,18,2,0
2014,1,button,3,15,3,0
2014,1,alonso,4,12,4,0
2014,1,bottas,5,10,5,0
2014,1,hulkenberg,6,8,6,0
2014,1,raikkonen,7,6,7,0
2014,1,vergne,8,4,8,0
2014,1,kvyat,9,2,9,0
2014,1,perez,10,1,10,0
2014,1,sutil,11,0,11,0
2014,1,gutierrez,12,0,12,0
2014,1,chilton,13,0,13,0
2014,1,jules_bianchi,14,0,14,0
2014,1,grosjean,15,0,15,0
2014,1,maldonado,16,0,16,0
2014,1,ericsson,17,0,17,0
2014,1,vettel,18,0,18,0
2014,1,hamilton,19,0,19,0
2014,1,massa,20,0,20,0
2014,1,kobayashi,21,0,21,0
2014,1,ricciardo,22,0,22,0
2014,2,rosberg,1,43,1,1
2014,2,hamilton,2,25,2,1
2014,2,alonso,3,24,3,0
2014,2,button,4,23,4,0
2014,2,kevin_magnussen,5,20,5,0
2014,2,hulkenberg,6,18,6,0
2014,2,vettel,7,15,7,0
2014,2,bottas,8,14,8,0
2014,2,raikkonen,9,6,9,0
2014,2,massa,10,6,10,0
2014,2,vergne,11,4,11,0
2014,2,kvyat,12,3,12,0
2014,2,perez,13,1,13,0
2014,2,grosjean,14,0,14,0
2014,2,sutil,15,0,15,0
2014,2,gutierrez,16,0,16,0
2014,2,chilton,17,0,17,0
2014,2,kobayashi,18,0,18,0
2014,2,ericsson,19,0,19,0
2014,2,jules_bianchi,20,0,20,0
2014,2,maldonado,21,0,21,0
2014,2,ricciardo,22,0,22,0
2014,3,rosberg,1,61,1,1
2014,3,hamilton,2,50,2,2
2014,3,hulkenberg,3,28,3,0
2014,3,alonso,4,26,4,0
2014,3,button,5,23,5,0
2014,3,vettel,6,23,6,0
2014,3,kevin_magnussen,7,20,7,0
2014,3,bottas,8,18,8,0
2014,3,perez,9,16,9,0
2014,3,ricciardo,10,12,10,0
2014,3,massa,11,12,11,0
2014,3,raikkonen,12,7,12,0
2014,3,vergne,13,4,13,0
2014,3,kvyat,14,3,14,0
2014,3,grosjean,15,0,15,0
2014,3,sutil,16,0,16,0
2014,3,gutierrez,17,0,17,0
2014,3,chilton,18,0,18,0
2014,3,kobayashi,19,0,19,0
2014,3,maldonado,20,0,20,0
2014,3,ericsson,21,0,21,0
2014,3,jules_bianchi,22,0,22,0
2014,4,rosberg,1,79,1,1
2014,4,hamilton,2,75,2,3
2014,4,alonso,3,41,3,0
2014,4,hulkenberg,4,36,4,0
2014,4,vettel,5,33,5,0
2014,4,ricciardo,6,24,6,0
2014,4,bottas,7,24,7,0
2014,4,button,8,23,8,0
2014,4,kevin_magnussen,9,20,9,0
2014,4,perez,10,18,10,0
2014,4,massa,11,12,11,0
2014,4,raikkonen,12,11,12,0
2014,4,vergne,13,4,13,0
2014,4,kvyat,14,4,14,0
2014,4,grosjean,15,0,15,0
2014,4,sutil,16,0,16,0
2014,4,gutierrez,17,0,17,0
2014,4,chilton,18,0,18,0
2014,4,kobayashi,19,0,19,0
2014,4,maldonado,20,0,20,0
2014,4,ericsson,21,0,21,0
2014,4,jules_bianchi,22,0,22,0
2014,5,hamilton,1,100,1,4
2014,5,rosberg,2,97,2,1
2014,5,alonso,3,49,3,0
2014,5,vettel,4,45,4,0
2014,5,ricciardo,5,39,5,0
2014,5,hulkenberg,6,37,6,0
2014,5,bottas,7,34,7,0
2014,5,button,8,23,8,0
2014,5,kevin_magnussen,9,20,9,0
2014,5,perez,10,20,10,0
2014,5,raikkonen,11,17,11,0
2014,5,massa,12,12,12,0
2014,5,grosjean,13,4,13,0
2014,5,vergne,14,4,14,0
2014,5,kvyat,15,4,15,0
2014,5,sutil,16,0,16,0
2014,5,gutierrez,17,0,17,0
2014,5,chilton,18,0,18,0
2014,5,kobayashi,19,0,19,0
2014,5,maldonado,20,0,20,0
2014,5,ericsson,21,0,21,0
2014,5,jules_bianchi,22,0,22,0
2014,6,rosberg,1,122,1,2
2014,6,hamilton,2,118,2,4
2014,6,alonso,3,61,3,0
2014,6,ricciardo,4,54,4,0
2014,6,hulkenberg,5,47,5,0
2014,6,vettel,6,45,6,0
2014,6,bottas,7,34,7,0
2014,6,button,8,31,8,0
2014,6,kevin_magnussen,9,21,9,0
2014,6,perez,10,20,10,0
2014,6,massa,11,18,11,0
2014,6,raikkonen,12,17,12,0
2014,6,grosjean,13,8,13,0
2014,6,vergne,14,4,14,0
2014,6,kvyat,15,4,15,0
2014,6,jules_bianchi,16,2,16,0
2014,6,ericsson,17,0,17,0
2014,6,sutil,18,0,18,0
2014,6,gutierrez,19,0,19,0
2014,6,chilton,20,0,20,0
2014,6,kobayashi,21,0,21,0
2014,6,maldonado,22,0,22,0
2014,7,rosberg,1,140,1,2
2014,7,hamilton,2,118,2,4
2014,7,ricciardo,3,79,3,1
2014,7,alonso,4,69,4,0
2014,7,vettel,5,60,5,0
2014,7,hulkenberg,6,57,6,0
2014,7,button,7,43,7,0
2014,7,bottas,8,40,8,0
2014,7,kevin_magnussen,9,23,9,0
2014,7,perez,10,20,10,0
2014,7,massa,11,18,11,0
2014,7,raikkonen,12,18,12,0
2014,7,grosjean,13,8,13,0
2014,7,vergne,14,8,14,0
2014,7,kvyat,15,4,15,0
2014,7,jules_bianchi,16,2,16,0
2014,7,sutil,17,0,17,0
2014,7,ericsson,18,0,18,0
2014,7,gutierrez,19,0,19,0
2014,7,chilton,20,0,20,0
2014,7,kobayashi,21,0,21,0
2014,7,maldonado,22,0,22,0
2014,8,rosberg,1,165,1,3
2014,8,hamilton,2,136,2,4
2014,8,ricciardo,3,83,3,1
2014,8,alonso,4,79,4,0
2014,8,vettel,5,60,5,0
2014,8,hulkenberg,6,59,6,0
2014,8,bottas,7,55,7,0
2014,8,button,8,43,8,0
2014,8,massa,9,30,9,0
2014,8,kevin_magnussen,10,29,10,0
2014,8,perez,11,28,11,0
2014,8,raikkonen,12,19,12,0
2014,8,grosjean,13,8,13,0
2014,8,vergne,14,8,14,0
2014,8,kvyat,15,4,15,0
2014,8,jules_bianchi,16,2,16,0
2014,8,sutil,17,0,17,0
2014,8,ericsson,18,0,18,0
2014,8,maldonado,19,0,19,0
2014,8,gutierrez,20,0,20,0
2014,8,chilton,21,0,21,0
2014,8,kobayashi,22,0,22,0
2014,9,rosberg,1,165,1,3
2014,9,hamilton,2,161,2,5
2014,9,ricciardo,3,98,3,1
2014,9,alonso,4,87,4,0
2014,9,bottas,5,73,5,0
2014,9,vettel,6,70,6,0
2014,9,hulkenberg,7,63,7,0
2014,9,button,8,55,8,0
2014,9,kevin_magnussen,9,35,9,0
2014,9,massa,10,30,10,0
2014,9,perez,11,28,11,0
2014,9,raikkonen,12,19,12,0
2014,9,vergne,13,9,13,0
2014,9,grosjean,14,8,14,0
2014,9,kvyat,15,6,15,0
2014,9,jules_bianchi,16,2,16,0
2014,9,sutil,17,0,17,0
2014,9,ericsson,18,0,18,0
2014,9,maldonado,19,0,19,0
2014,9,gutierrez,20,0,20,0
2014,9,chilton,21,0,21,0
2014,9,kobayashi,22,0,22,0
2014,10,rosberg,1,190,1,4
2014,10,hamilton,2,176,2,5
2014,10,ricciardo,3,106,3,1
2014,10,alonso,4,97,4,0
2014,10,bottas,5,91,5,0
2014,10,vettel,6,82,6,0
2014,10,hulkenberg,7,69,7,0
2014,10,button,8,59,8,0
2014,10,kevin_magnussen,9,37,9,0
2014,10,massa,10,30,10,0
2014,10,perez,11,29,11,0
2014,10,raikkonen,12,19,12,0
2014,10,vergne,13,9,13,0
2014,10,grosjean,14,8,14,0
2014,10,kvyat,15,6,15,0
2014,10,jules_bianchi,16,2,16,0
2014,10,sutil,17,0,17,0
2014,10,ericsson,18,0,18,0
2014,10,maldonado,19,0,19,0
2014,10,gutierrez,20,0,20,0
2014,10,chilton,21,0,21,0
2014,10,kobayashi,22,0,22,0
2014,11,rosberg,1,202,1,4
2014,11,hamilton,2,191,2,5
2014,11,ricciardo,3,131,3,2
2014,11,alonso,4,115,4,0
2014,11,bottas,5,95,5,0
2014,11,vettel,6,88,6,0
2014,11,hulkenberg,7,69,7,0
2014,11,button,8,60,8,0
2014,11,massa,9,40,9,0
2014,11,kevin_magnussen,10,37,10,0
2014,11,perez,11,29,11,0
2014,11,raikkonen,12,27,12,0
2014,11,vergne,13,11,13,0
2014,11,grosjean,14,8,14,0
2014,11,kvyat,15,6,15,0
2014,11,jules_bianchi,16,2,16,0
2014,11,sutil,17,0,17,0
2014,11,ericsson,18,0,18,0
2014,11,maldonado,19,0,19,0
2014,11,gutierrez,20,0,20,0
2014,11,chilton,21,0,21,0
2014,11,kobayashi,22,0,22,0
2014,12,rosberg,1,220,1,4
2014,12,hamilton,2,191,2,5
2014,12,ricciardo,3,156,3,3
2014,12,alonso,4,121,4,0
2014,12,bottas,5,110,5,0
2014,12,vettel,6,98,6,0
2014,12,hulkenberg,7,70,7,0
2014,12,button,8,68,8,0
2014,12,massa,9,40,9,0
2014,12,raikkonen,10,39,10,0
2014,12,kevin_magnussen,11,37,11,0
2014,12,perez,12,33,12,0
2014,12,vergne,13,11,13,0
2014,12,grosjean,14,8,14,0
2014,12,kvyat,15,8,15,0
2014,12,jules_bianchi,16,2,16,0
2014,12,sutil,17,0,17,0
2014,12,ericsson,18,0,18,0
2014,12,maldonado,19,0,19,0
2014,12,gutierrez,20,0,20,0
2014,12,chilton,21,0,21,0
2014,12,kobayashi,22,0,22,0
2014,12,lotterer,23,0,23,0
2014,13,rosberg,1,238,1,4
2014,13,hamilton,2,216,2,6
2014,13,ricciardo,3,166,3,3
2014,13,bottas,4,122,4,0
2014,13,alonso,5,121,5,0
2014,13,vettel,6,106,6,0
2014,13,button,7,72,7,0
2014,13,hulkenberg,8,70,8,0
2014,13,massa,9,55,9,0
2014,13,raikkonen,10,41,10,0
2014,13,perez,11,39,11,0
2014,13,kevin_magnussen,12,38,12,0
2014,13,vergne,13,11,13,0
2014,13,grosjean,14,8,14,0
2014,13,kvyat,15,8,15,0
2014,13,jules_bianchi,16,2,16,0
2014,13,sutil,17,0,17,0
2014,13,ericsson,18,0,18,0
2014,13,maldonado,19,0,19,0
2014,13,gutierrez,20,0,20,0
2014,13,chilton,21,0,21,0
2014,13,kobayashi,22,0,22,0
2014,13,lotterer,23,0,23,0
2014,14,hamilton,1,241,1,7
2014,14,rosberg,2,238,2,4
2014,14,ricciardo,3,181,3,3
2014,14,alonso,4,133,4,0
2014,14,vettel,5,124,5,0
2014,14,bottas,6,122,6,0
2014,14,button,7,72,7,0
2014,14,hulkenberg,8,72,8,0
2014,14,massa,9,65,9,0
2014,14,perez,10,45,10,0
2014,14,raikkonen,11,45,11,0
2014,14,kevin_magnussen,12,39,12,0
2014,14,vergne,13,19,13,0
2014,14,grosjean,14,8,14,0
2014,14,kvyat,15,8,15,0
2014,14,jules_bianchi,16,2,16,0
2014,14,sutil,17,0,17,0
2014,14,ericsson,18,0,18,0
2014,14,maldonado,19,0,19,0
2014,14,gutierrez,20,0,20,0
2014,14,chilton,21,0,21,0
2014,14,kobayashi,22,0,22,0
2014,14,lotterer,23,0,23,0
2014,15,hamilton,1,266,1,8
2014,15,rosberg,2,256,2,4
2014,15,ricciardo,3,193,3,3
2014,15,vettel,4,139,4,0
2014,15,alonso,5,133,5,0
2014,15,bottas,6,130,6,0
2014,15,button,7,82,7,0
2014,15,hulkenberg,8,76,8,0
2014,15,massa,9,71,9,0
2014,15,perez,10,46,10,0
2014,15,raikkonen,11,45,11,0
2014,15,kevin_magnussen,12,39,12,0
2014,15,vergne,13,21,13,0
2014,15,grosjean,14,8,14,0
2014,15,kvyat,15,8,15,0
2014,15,jules_bianchi,16,2,16,0
2014,15,sutil,17,0,17,0
2014,15,ericsson,18,0,18,0
2014,15,maldonado,19,0,19,0
2014,15,gutierrez,20,0,20,0
2014,15,chilton,21,0,21,0
2014,15,kobayashi,22,0,22,0
2014,15,lotterer,23,0,23,0
2014,16,hamilton,1,291,1,9
2014,16,rosberg,2,274,2,4
2014,16,ricciardo,3,199,3,3
2014,16,bottas,4,145,4,0
2014,16,vettel,5,143,5,0
2014,16,alonso,6,141,6,0
2014,16,button,7,94,7,0
2014,16,hulkenberg,8,76,8,0
2014,16,massa,9,71,9,0
2014,16,kevin_magnussen,10,49,10,0
2014,16,perez,11,47,11,0
2014,16,raikkonen,12,47,12,0
2014,16,vergne,13,21,13,0
2014,16,grosjean,14,8,14,0
2014,16,kvyat,15,8,15,0
2014,16,jules_bianchi,16,2,16,0
2014,16,sutil,17,0,17,0
2014,16,ericsson,18,0,18,0
2014,16,maldonado,19,0,19,0
2014,16,gutierrez,20,0,20,0
2014,16,chilton,21,0,21,0
2014,16,kobayashi,22,0,22,0
2014,16,lotterer,23,0,23,0
2014,17,hamilton,1,316,1,10
2014,17,rosberg,2,292,2,4
2014,17,ricciardo,3,214,3,3
2014,17,bottas,4,155,4,0
2014,17,vettel,5,149,5,0
2014,17,alonso,6,149,6,0
2014,17,button,7,94,7,0
2014,17,massa,8,83,8,0
2014,17,hulkenberg,9,76,9,0
2014,17,kevin_magnussen,10,53,10,0
2014,17,perez,11,47,11,0
2014,17,raikkonen,12,47,12,0
2014,17,vergne,13,22,13,0
2014,17,grosjean,14,8,14,0
2014,17,kvyat,15,8,15,0
2014,17,maldonado,16,2,16,0
2014,17,jules_bianchi,17,2,17,0
2014,17,sutil,18,0,18,0
2014,17,ericsson,19,0,19,0
2014,17,gutierrez,20,0,20,0
2014,17,chilton,21,0,21,0
2014,17,kobayashi,22,0,22,0
2014,17,lotterer,23,0,23,0
2014,18,hamilton,1,334,1,10
2014,18,rosberg,2,317,2,5
2014,18,ricciardo,3,214,3,3
2014,18,vettel,4,159,4,0
2014,18,alonso,5,157,5,0
2014,18,bottas,6,156,6,0
2014,18,button,7,106,7,0
2014,18,massa,8,98,8,0
2014,18,hulkenberg,9,80,9,0
2014,18,kevin_magnussen,10,55,10,0
2014,18,raikkonen,11,53,11,0
2014,18,perez,12,47,12,0
2014,18,vergne,13,22,13,0
2014,18,grosjean,14,8,14,0
2014,18,kvyat,15,8,15,0
2014,18,maldonado,16,2,16,0
2014,18,jules_bianchi,17,2,17,0
2014,18,sutil,18,0,18,0
2014,18,ericsson,19,0,19,0
2014,18,gutierrez,20,0,20,0
2014,18,chilton,21,0,21,0
2014,18,kobayashi,22,0,22,0
2014,18,lotterer,23,0,23,0
2014,19,hamilton,1,384,1,11
2014,19,rosberg,2,317,2,5
2014,19,ricciardo,3,238,3,3
2014,19,bottas,4,186,4,0
2014,19,vettel,5,167,5,0
2014,19,alonso,6,161,6,0
2014,19,massa,7,134,7,0
2014,19,button,8,126,8,0
2014,19,hulkenberg,9,96,9,0
2014,19,perez,10,59,10,0
2014,19,kevin_magnussen,11,55,11,0
2014,19,raikkonen,12,55,12,0
2014,19,vergne,13,22,13,0
2014,19,grosjean,14,8,14,0
2014,19,kvyat,15,8,15,0
2014,19,maldonado,16,2,16,0
2014,19,jules_bianchi,17,2,17,0
2014,19,sutil,18,0,18,0
2014,19,ericsson,19,0,19,0
2014,19,gutierrez,20,0,20,0
2014,19,chilton,21,0,21,0
2014,19,kobayashi,22,0,22,0
2014,19,stevens,23,0,23,0
2014,19,lotterer,24,0,24,0
2015,1,hamilton,1,25,1,1
2015,1,rosberg,2,18,2,0
2015,1,vettel,3,15,3,0
2015,1,massa,4,12,4,0
2015,1,nasr,5,10,5,0
2015,1,ricciardo,6,8,6,0
2015,1,hulkenberg,7,6,7,0
2015,1,ericsson,8,4,8,0
2015,1,sainz,9,2,9,0
2015,1,perez,10,1,10,0
2015,1,button,11,0,11,0
2015,1,raikkonen,12,0,12,0
2015,1,max_verstappen,13,0,13,0
2015,1,grosjean,14,0,14,0
2015,1,maldonado,15,0,15,0
2015,1,kvyat,16,0,16,0
2015,1,kevin_magnussen,17,0,17,0
2015,1,bottas,18,0,18,0
2015,2,hamilton,1,43,1,1
2015,2,vettel,2,40,2,1
2015,2,rosberg,3,33,3,0
2015,2,massa,4,20,4,0
2015,2,raikkonen,5,12,5,0
2015,2,nasr,6,10,6,0
2015,2,bottas,7,10,7,0
2015,2,ricciardo,8,9,8,0
2015,2,hulkenberg,9,6,9,0
2015,2,max_verstappen,10,6,10,0
2015,2,sainz,11,6,11,0
2015,2,ericsson,12,4,12,0
2015,2,kvyat,13,2,13,0
2015,2,perez,14,1,14,0
2015,2,grosjean,15,0,15,0
2015,2,button,16,0,16,0
2015,2,merhi,17,0,17,0
2015,2,maldonado,18,0,18,0
2015,2,kevin_magnussen,19,0,19,0
2015,2,alonso,20,0,20,0
2015,2,stevens,21,0,21,0
2015,3,hamilton,1,68,1,2
2015,3,vettel,2,55,2,1
2015,3,rosberg,3,51,3,0
2015,3,massa,4,30,4,0
2015,3,raikkonen,5,24,5,0
2015,3,bottas,6,18,6,0
2015,3,nasr,7,14,7,0
2015,3,ricciardo,8,11,8,0
2015,3,grosjean,9,6,9,0
2015,3,hulkenberg,10,6,10,0
2015,3,max_verstappen,11,6,11,0
2015,3,sainz,12,6,12,0
2015,3,ericsson,13,5,13,0
2015,3,kvyat,14,2,14,0
2015,3,perez,15,1,15,0
2015,3,button,16,0,16,0
2015,3,alonso,17,0,17,0
2015,3,merhi,18,0,18,0
2015,3,stevens,19,0,19,0
2015,3,maldonado,20,0,20,0
